Id,Prediction
27486,4172183.1303
27487,5097316.0352
27488,5558717.43996
27489,5285093.46056
27490,5917042.12297
27491,3372210.00214
27492,4334183.7256
27493,4366321.99142
27494,3523850.03552
27495,3908078.40893
27496,3298398.14266
27497,3462515.39642
27498,6397438.94019
27499,3942337.4405
27500,3991004.78092
27501,3609840.0768
27502,3858388.02376
27503,3885888.8
27504,3506345.95916
27505,4103079.95165
27506,3799980.13539
27507,3977734.03208
27508,3488478.97558
27509,4475827.68496
27510,3922787.8878
27511,3802233.82992
27512,4010337.11245
27513,4034934.68
27514,5549038.02212
27515,4270559.30434
27516,5349823.55882
27517,2693075.81837
27518,4014423.84812
27519,4553236.67623
27520,3659725.20373
27521,4459190.42109
27522,4562112.20241
27523,4905170.92989
27524,5175028.45767
27525,4952186.8712
27526,3982011.13673
27527,3680016.76543
27528,4474569.46685
27529,3291876.97108
27530,4029804.47108
27531,4861422.5132
27532,3385188.20451
27533,4367448.93648
27534,4752088.15012
27535,3693538.12717
27536,4008704.22608
27537,3692405.52934
27538,3853713.99053
27539,3725036.17945
27540,4158521.6425
27541,4349039.39648
27542,4048322.22224
27543,4524607.34934
27544,3307753.97478
27545,3898816.9056
27546,4740974.3444
27547,3707854.23816
27548,3575329.50171
27549,3662319.13916
27550,3582121.8768
27551,4230807.57133
27552,5225404.9429
27553,4256990.90316
27554,3867961.90813
27555,4980213.30655
27556,4944444.128
27557,3415463.00224
27558,4775613.6382
27559,4009067.63585
27560,3738742.08379
27561,4809726.06188
27562,3937040.14105
27563,4176811.86317
27564,3603332.58394
27565,4353779.42982
27566,4408018.57008
27567,8402380.9706
27568,4310806.30229
27569,3296913.82127
27570,4104090.89946
27571,4639600.10771
27572,4737994.99526
27573,4130122.84084
27574,4523914.01821
27575,4536515.5353
27576,5498796.252
27577,4386259.36673
27578,3232512.83044
27579,4553769.6611
27580,3645731.4256
27581,4044357.40688
27582,3737637.1519
27583,4084130.1648
27584,4664930.65677
27585,3620438.33709
27586,4214861.77808
27587,5423002.08045
27588,4658375.21543
27589,3652284.47682
27590,3411757.57026
27591,4170580.51709
27592,3243839.06625
27593,4697467.19586
27594,3166045.80669
27595,4697284.3858
27596,3847196.76275
27597,4793908.81267
27598,4793321.17685
27599,4134587.65108
27600,6829223.42554
27601,3681412.81916
27602,4805228.08074
27603,4262413.22432
27604,4260340.9392
27605,3423894.19935
27606,4332071.38909
27607,3793363.58703
27608,5425961.86864
27609,4053002.33572
27610,4390736.65521
27611,4504015.03508
27612,4577726.8288
27613,3865857.96061
27614,4702871.85286
27615,3683495.13066
27616,3713626.64153
27617,3993837.49626
27618,4258526.49429
27619,4999462.99332
27620,4547103.72074
27621,5218092.83627
27622,4143429.52915
27623,4470460.40316
27624,3959001.34427
27625,4681256.64825
27626,3622022.3239
27627,4289780.76506
27628,3972130.00093
27629,3843724.33475
27630,3856813.63841
27631,3369933.61338
27632,4192641.0893
27633,3419786.63795
27634,3577163.38566
27635,4318518.85793
27636,4431621.81096
27637,5008024.30605
27638,4224113.44016
27639,4302991.47876
27640,4018671.56029
27641,3748206.59478
27642,3953266.53234
27643,3804598.50448
27644,3841446.54835
27645,2729320.50176
27646,4579151.06448
27647,4343257.63552
27648,4991738.11876
27649,5074844.45166
27650,3905130.14349
27651,4116713.74995
27652,3924749.13398
27653,4801621.19859
27654,4395800.53577
27655,4400422.66244
27656,3886983.59952
27657,5129260.3312
27658,3486520.13693
27659,3829080.92566
27660,3539092.58749
27661,4287193.4096
27662,4579652.82378
27663,3854633.59866
27664,4738471.71229
27665,4593288.576
27666,3769822.72678
27667,3312542.22144
27668,3008499.96511
27669,4708952.50711
27670,3895221.28673
27671,4888755.34819
27672,3955819.52594
27673,4565002.89693
27674,4202990.78755
27675,3874954.92899
27676,3788525.93905
27677,4391020.1346
27678,4478358.81395
27679,3446920.6008
27680,3584285.65717
27681,4037233.98372
27682,3733977.52984
27683,3271845.35707
27684,5279235.90961
27685,3980944.75322
27686,4610544.50895
27687,4468480.26688
27688,4249212.32561
27689,3989743.85427
27690,5047198.36653
27691,3776253.64257
27692,3929458.95154
27693,4102440.20873
27694,5336775.1752
27695,3861839.23543
27696,4178043.70427
27697,7028695.00634
27698,4101858.95209
27699,4067309.5584
27700,3685563.01299
27701,5463488.29621
27702,4053017.20274
27703,4375823.25595
27704,4368116.5867
27705,3701306.5304
27706,4794195.00623
27707,6655475.5863
27708,3804870.72136
27709,5070226.62561
27710,4280322.22771
27711,4302788.11714
27712,5646757.92312
27713,3740601.20424
27714,3749417.9122
27715,3969193.1317
27716,4634289.30378
27717,4335859.3864
27718,3169788.50534
27719,4245089.31752
27720,3778706.38654
27721,3812712.7152
27722,4073174.62772
27723,3821917.91877
27724,3884825.08851
27725,4443412.49733
27726,4081004.12208
27727,3528982.30541
27728,4706314.12206
27729,3464184.73114
27730,3354279.55646
27731,3428090.01276
27732,4585369.58523
27733,4187181.84107
27734,3876098.62265
27735,3527052.79987
27736,4209250.28669
27737,4054205.04678
27738,6908031.40453
27739,4874007.26448
27740,4037549.36077
27741,3509874.22693
27742,3699755.00177
27743,3866791.01632
27744,5842261.16236
27745,4446176.01302
27746,5675779.79568
27747,2980505.28122
27748,5905568.4534
27749,4608561.18531
27750,4741188.84073
27751,3273666.724
27752,3652041.62678
27753,2987410.29855
27754,3664587.12874
27755,3654480.65139
27756,4622750.11786
27757,3623973.01984
27758,4268001.84102
27759,5434606.9048
27760,3507124.17239
27761,5943704.15659
27762,4731088.65654
27763,4164180.48304
27764,5185067.0089
27765,4084115.79014
27766,4266542.46193
27767,3415292.23888
27768,3730573.22649
27769,3349471.42349
27770,4170367.9376
27771,4499460.89269
27772,4951351.74646
27773,4408000.6776
27774,4403795.68723
27775,3600296.61618
27776,4616380.77503
27777,4439738.3669
27778,3185373.58685
27779,3097240.1768
27780,3705410.7117
27781,3925995.28559
27782,3328596.62896
27783,3942249.85904
27784,5440251.48555
27785,3899279.01246
27786,3476504.30058
27787,3708182.92211
27788,3404473.99392
27789,4106942.03756
27790,4141274.4
27791,4156570.73078
27792,4932753.06368
27793,4711029.49449
27794,5582311.55688
27795,3577772.3024
27796,4345619.1918
27797,4028466.12997
27798,3412622.0
27799,4720409.29213
27800,4304817.78
27801,4140256.77117
27802,5209944.52032
27803,3901880.04503
27804,4460446.88654
27805,4184463.22
27806,4045726.01964
27807,4490396.18801
27808,3910592.72298
27809,3855023.94418
27810,4654898.6658
27811,3542694.52208
27812,2598159.52828
27813,4457281.94271
27814,4764652.85675
27815,4196915.95859
27816,3670945.54715
27817,3907887.31357
27818,4044918.31891
27819,4694482.86214
27820,3811151.58256
27821,3950699.6256
27822,3447034.78
27823,4741621.49747
27824,4189818.69839
27825,3651880.7791
27826,4809206.21757
27827,5408502.36317
27828,3782119.42483
27829,4122968.11424
27830,3750662.09456
27831,3499275.03885
27832,4669033.7578
27833,4482035.17109
27834,4981376.91004
27835,4263415.07488
27836,4645859.17247
27837,3860150.75212
27838,3596170.94161
27839,3777335.52486
27840,3568801.12818
27841,3727852.9429
27842,4623926.24608
27843,3954579.16468
27844,4474857.43452
27845,4464584.83008
27846,4170756.94323
27847,3998284.87521
27848,4297846.5072
27849,4154454.56559
27850,4826363.61147
27851,5141084.15497
27852,3874591.69062
27853,3971932.41996
27854,4601836.42655
27855,5018330.76102
27856,3487025.25771
27857,3961293.5493
27858,4330607.88685
27859,4942458.92653
27860,4288732.78312
27861,3386289.46225
27862,7713796.41336
27863,4921263.192
27864,4285869.63046
27865,4839772.36459
27866,3960299.83734
27867,4535942.76341
27868,4160742.7488
27869,5131095.38817
27870,3510473.69646
27871,5733097.85296
27872,3228368.44314
27873,3896478.514
27874,4471266.04782
27875,3446169.91233
27876,4576990.9739
27877,2954314.87237
27878,4421611.3982
27879,3489278.61965
27880,3800724.74688
27881,3415016.06363
27882,3608766.34718
27883,3984299.35767
27884,3985247.7
27885,4202602.78614
27886,3965733.33018
27887,3580948.19272
27888,3800126.72426
27889,3589248.68983
27890,4140196.31393
27891,5216117.23648
27892,4172880.56811
27893,3624491.504
27894,3927739.13632
27895,4027108.9351
27896,3441182.54986
27897,4112131.65594
27898,3843050.18428
27899,3996330.74508
27900,3051282.69518
27901,5141653.5056
27902,5239988.25706
27903,3814072.13152
27904,4062210.424
27905,4480228.84208
27906,4262552.80927
27907,4224785.82077
27908,4377038.9066
27909,4078723.06351
27910,3416606.16953
27911,6387130.8208
27912,5278706.74841
27913,4514983.8328
27914,4547820.37222
27915,3746292.02916
27916,4717568.68614
27917,4771508.03608
27918,3660216.62147
27919,3403663.72362
27920,4454888.83667
27921,3854472.75223
27922,4786462.75872
27923,3821610.37136
27924,5625985.3479
27925,3923172.18237
27926,5096818.17336
27927,4509347.09514
27928,4714686.16922
27929,3807389.85393
27930,3665554.32
27931,3836260.87776
27932,4145429.2168
27933,3923958.58412
27934,3561318.47387
27935,3129054.89107
27936,5014275.62781
27937,3995168.38784
27938,3599958.85424
27939,4031670.89593
27940,3622979.23584
27941,4292938.21606
27942,3845812.36277
27943,3678732.65879
27944,4360094.20391
27945,3400895.80814
27946,3057886.46351
27947,3780800.18465
27948,4295742.50198
27949,3850283.77952
27950,3728550.11453
27951,3677783.74902
27952,3786897.164
27953,3834061.24104
27954,4384708.58129
27955,4893547.22872
27956,4258950.52201
27957,3840549.09233
27958,4276461.30767
27959,4651680.6233
27960,5656938.18256
27961,3992366.1103
27962,4021255.1944
27963,4527589.25859
27964,3979714.74982
27965,5326713.3632
27966,4338411.59071
27967,3858996.3044
27968,3708975.4724
27969,4509761.04848
27970,4767305.9179
27971,3563849.71587
27972,3687622.22224
27973,5067819.8906
27974,4884032.98923
27975,3749860.86048
27976,3246818.02817
27977,3117525.23727
27978,3493517.02379
27979,2743483.07108
27980,4712019.1388
27981,4293102.00138
27982,4943123.80995
27983,4152188.17445
27984,4954589.78541
27985,4557565.44866
27986,4568995.50171
27987,4326876.86147
27988,3714076.79362
27989,3730768.23227
27990,3899700.12098
27991,3774058.97388
27992,5245934.076
27993,3997968.82801
27994,5819781.29191
27995,4388271.11753
27996,3900152.47219
27997,4324237.89658
27998,4284883.62261
27999,4157764.11174
28000,4429163.20733
28001,3239470.3934
28002,4226851.19676
28003,6289360.57638
28004,4077661.7088
28005,4620427.52146
28006,4136195.89934
28007,4189123.75088
28008,3069399.48656
28009,4777785.63236
28010,5182790.12134
28011,4793500.07695
28012,4987337.8178
28013,4805995.06579
28014,5024874.22422
28015,3965536.64814
28016,4269666.1851
28017,4191927.92756
28018,3986388.41654
28019,5121147.66464
28020,4179739.85028
28021,3925448.77388
28022,4491277.82973
28023,3577394.41644
28024,5125455.97248
28025,4369085.59414
28026,4454056.98797
28027,3263943.91264
28028,4221422.74746
28029,4718404.69225
28030,4254939.112
28031,4184579.46339
28032,3522589.80349
28033,4018026.49293
28034,4352507.59641
28035,3791568.30384
28036,4882552.45283
28037,5543118.7803
28038,3504277.1144
28039,3507854.24631
28040,4249269.04783
28041,5650647.00098
28042,4897781.4384
28043,3615207.00532
28044,3429723.51194
28045,5360914.10667
28046,3719662.90191
28047,3947702.45396
28048,3388501.86392
28049,5218070.83675
28050,3481179.39544
28051,3635587.26453
28052,4018878.0054
28053,4755184.20597
28054,3864567.42409
28055,4668156.9944
28056,3954457.99494
28057,5710741.45467
28058,5767960.35104
28059,3544323.34934
28060,3439642.94998
28061,6757344.33293
28062,4122055.4343
28063,4138535.18615
28064,4938950.29189
28065,3772964.96674
28066,5060328.67933
28067,3692470.25601
28068,5234992.09788
28069,4399996.83312
28070,4333045.96366
28071,3343435.69912
28072,4666095.15726
28073,3441792.44
28074,3503462.0419
28075,3811371.48318
28076,3376458.68203
28077,4231605.68491
28078,3759546.72006
28079,4349039.39648
28080,4370901.32344
28081,3973594.2345
28082,4304508.2409
28083,3993731.58773
28084,4118570.33282
28085,3573872.84266
28086,4893926.22
28087,3886770.19136
28088,3143074.62951
28089,3917394.4
28090,3577196.89776
28091,4373140.05357
28092,4012916.5217
28093,4007761.6972
28094,3380365.51162
28095,3622663.72044
28096,3204772.13181
28097,4185859.17641
28098,5625385.8137
28099,4113786.65693
28100,4038095.35756
28101,9817745.0718
28102,3603426.84835
28103,4183383.8463
28104,4455847.72411
28105,3970802.51713
28106,5286037.62513
28107,3143210.41578
28108,4058432.62163
28109,4507732.61082
28110,3773628.14895
28111,4510494.47103
28112,4528621.00179
28113,3861260.89012
28114,5115193.94544
28115,3837536.93398
28116,5178013.40061
28117,5222750.03045
28118,4441395.44741
28119,4559223.69786
28120,4552411.03053
28121,4437392.86074
28122,3260064.58538
28123,4467025.04492
28124,3712290.12079
28125,3523741.28619
28126,3474045.84591
28127,4734045.13937
28128,4846655.67206
28129,4619227.95533
28130,4934242.0854
28131,4385188.78944
28132,3106337.58647
28133,4765067.91966
28134,4132442.01164
28135,3131359.50509
28136,3394028.30826
28137,4166585.05088
28138,3263943.91264
28139,3813623.53749
28140,4439674.1994
28141,4435151.31299
28142,5344779.94694
28143,6738993.20767
28144,4038118.87503
28145,3982842.41487
28146,3664590.21563
28147,4086959.35842
28148,4174459.98249
28149,4287227.92408
28150,3719677.6688
28151,4077062.21295
28152,4276306.5056
28153,4102222.80922
28154,5198332.31844
28155,3891840.61645
28156,3475349.72132
28157,5085890.29139
28158,4848196.76669
28159,5074262.2192
28160,3209017.65244
28161,4056463.85637
28162,4349795.93022
28163,3429081.15044
28164,4148375.74287
28165,3545922.66271
28166,3285226.34976
28167,4436736.10014
28168,3516074.34088
28169,6266559.98835
28170,3938954.0409
28171,4467210.73213
28172,4793086.88279
28173,3696516.93683
28174,3675854.8947
28175,4362529.38074
28176,4839512.88313
28177,4304470.38448
28178,4599392.75224
28179,5488095.0208
28180,3134029.688
28181,4413556.97508
28182,4383157.2401
28183,4659400.50538
28184,4888085.06205
28185,3708734.60666
28186,2548225.27557
28187,4231887.71616
28188,3146043.548
28189,3660960.44511
28190,3380416.99396
28191,4266109.96225
28192,4842286.0471
28193,3787491.02255
28194,3283073.68935
28195,4687368.00341
28196,4355003.85348
28197,3975603.89251
28198,3546648.30339
28199,4878978.30647
28200,4706372.93034
28201,3644472.09355
28202,3640332.68413
28203,4027783.16472
28204,4428452.5144
28205,4087917.05462
28206,3728723.29653
28207,3620091.28284
28208,3662579.11828
28209,3997780.17315
28210,3993709.71338
28211,4400039.31896
28212,3916325.03968
28213,4246662.69227
28214,3474110.73269
28215,4109348.48298
28216,4214338.27486
28217,4404861.82391
28218,4226851.19676
28219,4717063.85272
28220,3907289.6499
28221,3891346.30854
28222,4400090.89416
28223,4041886.46188
28224,5684358.84882
28225,4692490.92152
28226,6589893.5656
28227,4172989.84557
28228,3924125.58049
28229,4056402.97904
28230,3039263.72926
28231,4080431.19921
28232,4354682.11777
28233,5133303.01149
28234,3491539.50255
28235,4453690.67048
28236,5346920.7648
28237,4151010.64
28238,3275564.9104
28239,3631105.13767
28240,3562207.96784
28241,3569268.98037
28242,4228498.00862
28243,4319914.58448
28244,3908681.97574
28245,3630111.6472
28246,3616561.05951
28247,3066396.12319
28248,4728379.64042
28249,3495728.47431
28250,4071682.03212
28251,4319965.49929
28252,3853319.768
28253,5099440.45244
28254,4192768.27751
28255,2548225.27557
28256,4575760.17672
28257,4123062.55031
28258,5141815.76694
28259,3491959.888
28260,4573398.7305
28261,4012488.27301
28262,3419553.89568
28263,3241649.10116
28264,3133931.87627
28265,3163109.22802
28266,4673958.26477
28267,3425332.46922
28268,4744879.62906
28269,3942541.66496
28270,4734181.67991
28271,4934785.07741
28272,4139831.97606
28273,4484083.16528
28274,4992206.01375
28275,4668931.03045
28276,4727940.51501
28277,4366093.47888
28278,3808852.83117
28279,3590930.0584
28280,5118453.53393
28281,4130173.04986
28282,4031138.7782
28283,3973980.75606
28284,3266694.67413
28285,4182679.95852
28286,3928921.85194
28287,2651695.2704
28288,3555789.70657
28289,4207964.1848
28290,4906895.66632
28291,5338880.97648
28292,3797298.06815
28293,3518384.75398
28294,3344649.05363
28295,4831290.13615
28296,5486085.54234
28297,4404544.39581
28298,4030009.90734
28299,3152832.08163
28300,3716891.41824
28301,4802650.64476
28302,4745795.23663
28303,4083973.57849
28304,4351281.3952
28305,3156999.78387
28306,9389603.82794
28307,4231650.40264
28308,9287127.72825
28309,4975724.50591
28310,4615427.67046
28311,4256367.62181
28312,3864647.33484
28313,3501937.384
28314,5173427.1096
28315,5504934.368
28316,3789860.20434
28317,4904654.29672
28318,3409944.09241
28319,3905757.0088
28320,3654363.52063
28321,4949057.44934
28322,3987542.97063
28323,5164668.16542
28324,4816445.36566
28325,3733208.04573
28326,3864524.9046
28327,4179528.37798
28328,3937443.47092
28329,3672000.71491
28330,3020850.08859
28331,4107841.98446
28332,4234387.95297
28333,5285432.09736
28334,3345618.42392
28335,4739605.02716
28336,3347855.88047
28337,3692461.40646
28338,5016645.92612
28339,4047757.58712
28340,3840454.92737
28341,3674812.88009
28342,4194760.89997
28343,4897165.60722
28344,4812699.40878
28345,4102435.63398
28346,3552830.1357
28347,5212139.0976
28348,3029569.69068
28349,5223908.97488
28350,3684078.61849
28351,3612270.19172
28352,3914025.07232
28353,3887067.44381
28354,4745874.13792
28355,3935664.68236
28356,5018333.17505
28357,3117525.23727
28358,3932523.27053
28359,3192792.28568
28360,4211176.60272
28361,3840918.67239
28362,3552164.104
28363,3985131.71711
28364,6071317.17242
28365,4856005.4031
28366,3204171.80877
28367,4568367.78047
28368,4215972.3672
28369,4608180.30565
28370,4742845.88141
28371,4346169.089
28372,3217139.48676
28373,4144221.62475
28374,4445605.0736
28375,4408085.28889
28376,6794008.97576
28377,3870418.87772
28378,5298839.24208
28379,4407110.09405
28380,3139950.62134
28381,4941742.14006
28382,4237677.77494
28383,3162687.30172
28384,4285837.66697
28385,4533311.38253
28386,3768603.87679
28387,4100115.92338
28388,4446364.63029
28389,4550368.96742
28390,4020068.71672
28391,4000536.84154
28392,3828526.65376
28393,3567311.24816
28394,3968177.81629
28395,4716979.0944
28396,3175269.49904
28397,5252527.65219
28398,5627190.07557
28399,3986376.681
28400,3994465.85197
28401,7501193.19555
28402,4250099.77752
28403,3750833.18084
28404,4233249.44305
28405,4213829.26956
28406,3852535.21546
28407,4538540.9793
28408,5454325.07759
28409,3530444.92412
28410,4066238.9528
28411,4174794.52454
28412,4371899.72355
28413,3755875.5924
28414,3141305.56964
28415,3883478.46085
28416,3219251.11136
28417,4376213.8592
28418,4759358.0896
28419,3409673.93365
28420,3659378.11846
28421,3558473.2049
28422,3827419.30396
28423,4033128.66486
28424,5208552.86763
28425,3768701.21513
28426,4684204.53907
28427,3941129.48398
28428,4175247.85291
28429,4822246.15271
28430,3550811.17597
28431,4074662.9808
28432,3105995.58347
28433,4658532.596
28434,3907043.36
28435,4820626.23793
28436,3050014.2199
28437,3728604.58329
28438,4396425.2689
28439,4090356.98385
28440,4424499.03403
28441,5015180.54069
28442,4249197.74035
28443,4619247.94241
28444,4428199.04613
28445,4203898.2468
28446,4942252.48295
28447,3848314.38438
28448,3789469.35789
28449,4606389.49539
28450,3874334.93515
28451,3785657.85638
28452,5032501.572
28453,4799281.0744
28454,4377911.54143
28455,4457539.54177
28456,4063709.93181
28457,3542038.76508
28458,3446795.06685
28459,3692013.49111
28460,4058593.43292
28461,4225075.61062
28462,4769905.37158
28463,4697289.04996
28464,4302409.49421
28465,3782696.56093
28466,2959156.72844
28467,4249883.59756
28468,4529528.43045
28469,5049055.33568
28470,3631924.09603
28471,4262579.81276
28472,3897775.52326
28473,4602579.67608
28474,3742528.62392
28475,4075588.32899
28476,3577946.68861
28477,4248589.29076
28478,4221482.38275
28479,3684853.64442
28480,3718111.7536
28481,5895598.45883
28482,5204378.77894
28483,3821128.89593
28484,5122154.41389
28485,5941935.43124
28486,4668947.02336
28487,5041090.71654
28488,5208003.81824
28489,4345973.66931
28490,3447034.78
28491,4039962.02877
28492,4485761.46563
28493,3572716.55104
28494,4620556.06641
28495,4446607.9256
28496,3442999.78451
28497,3780249.47769
28498,5245934.076
28499,4281555.71027
28500,4663269.64513
28501,3680957.2784
28502,5152616.55068
28503,4440538.36419
28504,3912676.96982
28505,5635093.04408
28506,4853219.42188
28507,3328155.08458
28508,4696060.75936
28509,3740676.85856
28510,4731266.8544
28511,4077622.6054
28512,3601628.63091
28513,3898938.44347
28514,2827195.84828
28515,4313482.95419
28516,4036900.37408
28517,4204838.4712
28518,5270498.52384
28519,4169758.19947
28520,3827252.73949
28521,2695098.56215
28522,3851837.59397
28523,3641699.93284
28524,3731549.5924
28525,4075073.5493
28526,5023968.31097
28527,4825284.9016
28528,4635503.9144
28529,4231623.35117
28530,4627376.6328
28531,6945397.79586
28532,4210719.57277
28533,5083183.14896
28534,3556679.22906
28535,3574027.28506
28536,5720116.60358
28537,3506278.65008
28538,3114895.18234
28539,4406162.18166
28540,3670644.45363
28541,3906180.88044
28542,5533373.92915
28543,4051305.6232
28544,3090704.69497
28545,4389301.79818
28546,3795894.09337
28547,3908410.32811
28548,3921637.92859
28549,4128038.52095
28550,5107097.6136
28551,4254290.74469
28552,5025568.59101
28553,5697885.45501
28554,3346801.04787
28555,4536289.41211
28556,4305174.77591
28557,4042798.22164
28558,4885624.00711
28559,4370650.48243
28560,3937534.32706
28561,5015864.84369
28562,4599857.32851
28563,3833329.92349
28564,4810187.76764
28565,3836957.57526
28566,3285420.99171
28567,3686346.91244
28568,3629990.22731
28569,4151473.972
28570,4441354.21664
28571,3682175.59709
28572,3920640.34149
28573,4241745.25659
28574,3755491.32992
28575,4905498.4224
28576,3939752.28656
28577,3859923.52273
28578,3522197.93171
28579,3852339.77199
28580,4606221.38701
28581,4144995.46528
28582,3792199.67321
28583,3400338.691
28584,4611856.50395
28585,4799625.28837
28586,4155161.68624
28587,4652584.1576
28588,3458951.63183
28589,4767663.29329
28590,3944220.51662
28591,5906180.50915
28592,3704490.56533
28593,7226025.08865
28594,3974041.79121
28595,3993380.77651
28596,4056199.0197
28597,3135937.82278
28598,3875965.45432
28599,3858434.2768
28600,4062253.75593
28601,5452375.0281
28602,4258196.98163
28603,4658933.83942
28604,3802971.0776
28605,4266839.75123
28606,3766292.17564
28607,4512163.44076
28608,4395011.06557
28609,4365704.11722
28610,3908984.80204
28611,3478870.06639
28612,3626699.0943
28613,4289316.13605
28614,5369089.54819
28615,3582648.94664
28616,4310835.30849
28617,3838323.48669
28618,4172682.69264
28619,3906238.60303
28620,4226676.76127
28621,4065906.76909
28622,5671621.67436
28623,3133888.97524
28624,4091911.95218
28625,5440251.48555
28626,4769706.52625
28627,4814902.42378
28628,3459580.96992
28629,4351860.06643
28630,3137090.19121
28631,4732886.66827
28632,3915364.22474
28633,3694041.53719
28634,3560890.24737
28635,4694957.02532
28636,4905993.81669
28637,3578635.23419
28638,3409673.93365
28639,3864056.03152
28640,4107971.7896
28641,3884978.67645
28642,3767355.86699
28643,4164076.83218
28644,4613554.52137
28645,3972424.51318
28646,4637903.07923
28647,3863306.36967
28648,3978745.6524
28649,3782180.12346
28650,3584865.44388
28651,4143812.56336
28652,4614536.30033
28653,3761388.18568
28654,3657739.34494
28655,3925673.0985
28656,4213758.19375
28657,4363318.79489
28658,4943330.15194
28659,4279578.50272
28660,4070792.27637
28661,4463905.58005
28662,3465726.10243
28663,3921664.93032
28664,3865626.66603
28665,3589451.24992
28666,4676764.48134
28667,4014229.6944
28668,3128096.76
28669,4722835.42784
28670,3791157.2152
28671,5032699.53269
28672,3773593.7536
28673,3203760.20149
28674,3592842.80416
28675,4648760.83069
28676,5040364.0977
28677,3478036.36326
28678,4432089.5356
28679,3998889.84163
28680,5481430.39897
28681,3690968.21585
28682,3549634.6536
28683,5906871.37996
28684,3864975.61521
28685,3851536.39103
28686,5842738.83889
28687,4009621.56495
28688,3510574.25663
28689,3899909.19873
28690,5046668.93251
28691,4624550.49042
28692,3730552.85534
28693,5602332.85757
28694,4083788.2835
28695,6011596.79698
28696,4079527.32918
28697,3096073.57726
28698,4330458.82163
28699,4755726.59551
28700,5063488.98176
28701,3856151.83986
28702,3749199.90728
28703,4537878.51146
28704,3208498.30227
28705,3934995.27052
28706,4159980.29983
28707,3971061.25435
28708,4614750.71952
28709,4771311.40732
28710,3821449.14043
28711,3206986.01462
28712,4372491.20858
28713,4331714.4968
28714,4254759.31818
28715,3574340.16687
28716,3841132.9654
28717,4238817.9
28718,3754346.90305
28719,4189224.11182
28720,4196198.93446
28721,4830812.23588
28722,3768636.3851
28723,3688480.21409
28724,4331499.88158
28725,4863259.19863
28726,4293696.89672
28727,3793791.74992
28728,4673984.61952
28729,5068742.05927
28730,5515662.89942
28731,4061307.47218
28732,3842418.91935
28733,4162527.90799
28734,4705964.92956
28735,4166658.7694
28736,4715031.29964
28737,4801143.17046
28738,4615991.94188
28739,6774332.42683
28740,4153112.6048
28741,3950349.01013
28742,4093697.14173
28743,4018396.08206
28744,4054707.8168
28745,5376878.84257
28746,4143105.87796
28747,3487757.31509
28748,6140452.16259
28749,4623681.18619
28750,3861411.296
28751,3678930.49718
28752,4206806.20576
28753,3827819.332
28754,3328175.9952
28755,3475801.61111
28756,5165405.21376
28757,4568127.72791
28758,4315613.6427
28759,5374208.77357
28760,4007598.07195
28761,4323613.32636
28762,3540597.18467
28763,4590501.84941
28764,2443988.9772
28765,4176416.46364
28766,3744823.60585
28767,3271704.36232
28768,3823451.16298
28769,3588559.7344
28770,3332793.40934
28771,5597392.66256
28772,5390468.16936
28773,4547340.21872
28774,3847889.09069
28775,3963293.86064
28776,4278208.73171
28777,3598504.91277
28778,3551946.38445
28779,4605306.08648
28780,2472654.27587
28781,5563663.06308
28782,4542512.67494
28783,4055173.93654
28784,3787038.56085
28785,3924318.99549
28786,4058712.65549
28787,4728940.78634
28788,4054781.67014
28789,4872769.4664
28790,3709203.8576
28791,5154659.58299
28792,3422278.00026
28793,3826667.36906
28794,3349924.7562
28795,3582366.42818
28796,4574298.9064
28797,5023956.9024
28798,3748577.91277
28799,4516176.69624
28800,4672989.07988
28801,4000488.71412
28802,4369623.18724
28803,3933514.61827
28804,4819061.23461
28805,4104548.6872
28806,3687824.05638
28807,4834296.90579
28808,5826866.75121
28809,4165524.00601
28810,4141993.77628
28811,3803917.18961
28812,3965927.63505
28813,4449287.82128
28814,4097813.2878
28815,3785089.73469
28816,4155370.65664
28817,2498642.89125
28818,4235641.70336
28819,2449071.92828
28820,3476148.56054
28821,3852871.37106
28822,4010932.35539
28823,5602975.71642
28824,8703653.17434
28825,5953579.8664
28826,4977184.28068
28827,4427028.14224
28828,3981447.44845
28829,3591940.74601
28830,4007045.31606
28831,3741914.17531
28832,5109960.75829
28833,4563365.79026
28834,5225474.51149
28835,4588221.87318
28836,5505438.60846
28837,3833408.61647
28838,4023696.68993
28839,3821026.21501
28840,4044265.76705
28841,4075091.97089
28842,4489983.01745
28843,5705781.12928
28844,3429138.28284
28845,3792780.7462
28846,3627300.13418
28847,3636387.57316
28848,4392774.38132
28849,4308975.12314
28850,4848532.73108
28851,4397680.77466
28852,2429960.3021
28853,3738421.74682
28854,4766687.92279
28855,3549938.57443
28856,4387961.43968
28857,3784537.51748
28858,4168517.92335
28859,4349291.25472
28860,5078175.34876
28861,4333349.60488
28862,3450963.29651
28863,4360094.20391
28864,4615488.64487
28865,2943235.59074
28866,4249736.59929
28867,5153713.1911
28868,4528460.1538
28869,3586298.19786
28870,4819040.30183
28871,4549180.69659
28872,4060667.1324
28873,3812251.65258
28874,3300313.6637
28875,4336483.41577
28876,3857026.31937
28877,3679222.03164
28878,3436128.93686
28879,4765534.1528
28880,3463577.2072
28881,3450213.0384
28882,5161912.4568
28883,4365476.83738
28884,4336410.40484
28885,4080023.55105
28886,3773666.4224
28887,4483642.53995
28888,4587984.5985
